review_id,review_text,topic_text,v2_topic_id,topic_model_label,v2_business_topic,baseline_topic_id,baseline_model_topic,baseline_display_topic,baseline_business_topic,business_topic_changed
R000347,"The screen is crisp and colors look natural. I use it for sketching. After 17 days of use, this is my experience.",The screen is crisp and colors look natural,5,Colors / Natural / Look Natural,Display,4,Colors / Crisp / Screen Crisp,Screen clarity & color,Display,False
R000349,"Software notifications freeze and the app keeps losing my settings. I take it on the train. After 61 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000350,"The keyboard accessory pairs easily and feels comfortable. I bought it for university classes. After 2 days of use, this is my experience.",The keyboard accessory pairs easily and feels comfortable,2,Easily / Pairs / Accessory Pairs,Accessories,10,Easily Feels / Keyboard Accessory / Feels Comfortable,Keyboard accessories,Accessories,False
R000351,"The software is intuitive and updates install smoothly. I use it for sketching. After 2 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000352,"The latest software update causes crashes and random restarts. I have owned it for a month. After 64 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000353,"Games stutter and the tablet overheats after a short session. I use it for sketching. After 60 days of use, this is my experience.",Games stutter and the tablet overheats after a short session,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000354,"The software is intuitive and updates install smoothly. I have owned it for a month. After 86 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000355,"The processor handles games without any stutter. I use it for sketching. After 59 days of use, this is my experience.",The processor handles games without any stutter,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000356,"The keyboard disconnects and the stylus misses strokes. I bought it for university classes. After 15 days of use, this is my experience.",The keyboard disconnects and the stylus misses strokes,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000357,"Performance slows down with a few apps open. I compared it with my previous tablet. After 41 days of use, this is my experience.",Performance slows down with a few apps open,10,Open / Apps Open / Apps,Software & Performance,6,Apps / Apps Open / Open,App speed & multitasking,Software & Performance,False
R000358,"For the price this tablet is excellent value. I take it on the train. After 43 days of use, this is my experience.",For the price this tablet is excellent value,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000359,"Display brightness makes reading outside comfortable. This was a gift for my family. After 24 days of use, this is my experience.",Display brightness makes reading outside comfortable,9,Makes / Makes Reading / Display Brightness,Display,8,Makes / Reading Outside / Display Brightness,Outdoor screen visibility,Display,False
R000360,"My experience with software is mixed. It meets some expectations but could improve. I bought it for university classes. After 17 days of use, this is my experience.",My experience with software is mixed,-1,Unassigned / mixed,Unassigned / mixed,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000361,"Customer service made the replacement process straightforward. I use it for sketching. After 89 days of use, this is my experience.",Customer service made the replacement process straightforward,11,Customer / Replacement Process / Process Straightforward,Customer Service,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000362,"My experience with display is mixed. It meets some expectations but could improve. I take it on the train. After 84 days of use, this is my experience.",My experience with display is mixed,5,Colors / Natural / Look Natural,Display,4,Colors / Crisp / Screen Crisp,Screen clarity & color,Display,False
R000363,"For the price this tablet is excellent value. I use it for work notes. After 61 days of use, this is my experience.",For the price this tablet is excellent value,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000364,"Build quality is solid and the buttons feel precise. I have owned it for a month. After 24 days of use, this is my experience.",Build quality is solid and the buttons feel precise,2,Easily / Pairs / Accessory Pairs,Accessories,1,Quality / Build Quality / Build,Build quality,Build Quality,True
R000365,"Apps open quickly and multitasking feels smooth. This was a gift for my family. After 65 days of use, this is my experience.",Apps open quickly and multitasking feels smooth,10,Open / Apps Open / Apps,Software & Performance,6,Apps / Apps Open / Open,App speed & multitasking,Software & Performance,False
R000366,"The battery lasts through my commute and evening reading. I take it on the train. After 82 days of use, this is my experience.",The battery lasts through my commute and evening reading,12,Battery / Lasts / Lasts Commute,Battery Life,9,Battery / Commute Evening / Evening,Battery life,Battery Life,False
R000367,"Build quality is solid and the buttons feel precise. I have owned it for a month. After 36 days of use, this is my experience.",Build quality is solid and the buttons feel precise,2,Easily / Pairs / Accessory Pairs,Accessories,1,Quality / Build Quality / Build,Build quality,Build Quality,True
R000368,"Software notifications freeze and the app keeps losing my settings. I use it for work notes. After 62 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000369,"My experience with accessories is mixed. It meets some expectations but could improve. This was a gift for my family. After 70 days of use, this is my experience.",My experience with accessories is mixed,5,Colors / Natural / Look Natural,Display,10,Easily Feels / Keyboard Accessory / Feels Comfortable,Keyboard accessories,Accessories,True
R000370,"Charging is quick and the battery holds up all day. I use it for sketching. After 24 days of use, this is my experience.",Charging is quick and the battery holds up all day,-1,Unassigned / mixed,Unassigned / mixed,-1,Unassigned / mixed,Unassigned / mixed,Unassigned / mixed,False
R000371,"Apps open quickly and multitasking feels smooth. I use it for sketching. After 74 days of use, this is my experience.",Apps open quickly and multitasking feels smooth,10,Open / Apps Open / Apps,Software & Performance,6,Apps / Apps Open / Open,App speed & multitasking,Software & Performance,False
R000372,"Customer service made the replacement process straightforward. I bought it for university classes. After 64 days of use, this is my experience.",Customer service made the replacement process straightforward,11,Customer / Replacement Process / Process Straightforward,Customer Service,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000373,"The display has uneven backlighting and washed out colors. I use it for sketching. After 80 days of use, this is my experience.",The display has uneven backlighting and washed out colors,5,Colors / Natural / Look Natural,Display,4,Colors / Crisp / Screen Crisp,Screen clarity & color,Display,False
R000374,"Games stutter and the tablet overheats after a short session. I use it for work notes. After 4 days of use, this is my experience.",Games stutter and the tablet overheats after a short session,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000375,"The included stylus is accurate and the case fits perfectly. My main use is streaming at home. After 49 days of use, this is my experience.",The included stylus is accurate and the case fits perfectly,1,Games / Games Stutter / Stutter,Software & Performance,-1,Unassigned / mixed,Unassigned / mixed,Unassigned / mixed,True
R000376,"The processor handles games without any stutter. I compared it with my previous tablet. After 85 days of use, this is my experience.",The processor handles games without any stutter,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000377,"The included stylus is accurate and the case fits perfectly. I take it on the train. After 87 days of use, this is my experience.",The included stylus is accurate and the case fits perfectly,1,Games / Games Stutter / Stutter,Software & Performance,-1,Unassigned / mixed,Unassigned / mixed,Unassigned / mixed,True
R000378,"The latest software update causes crashes and random restarts. I have owned it for a month. After 74 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000379,"Apps open quickly and multitasking feels smooth. I compared it with my previous tablet. After 20 days of use, this is my experience.",Apps open quickly and multitasking feels smooth,10,Open / Apps Open / Apps,Software & Performance,6,Apps / Apps Open / Open,App speed & multitasking,Software & Performance,False
R000380,"The screen is crisp and colors look natural. I use it for sketching. After 59 days of use, this is my experience.",The screen is crisp and colors look natural,5,Colors / Natural / Look Natural,Display,4,Colors / Crisp / Screen Crisp,Screen clarity & color,Display,False
R000381,"The display has uneven backlighting and washed out colors. I use it for work notes. After 8 days of use, this is my experience.",The display has uneven backlighting and washed out colors,5,Colors / Natural / Look Natural,Display,4,Colors / Crisp / Screen Crisp,Screen clarity & color,Display,False
R000382,"Build quality disappointed me; the hinge cracked in normal use. I use it for sketching. After 71 days of use, this is my experience.",Build quality disappointed me; the hinge cracked in normal use,-1,Unassigned / mixed,Unassigned / mixed,1,Quality / Build Quality / Build,Build quality,Build Quality,True
R000383,"The latest software update causes crashes and random restarts. I bought it for university classes. After 59 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000384,"Apps open quickly and multitasking feels smooth. I use it for sketching. After 23 days of use, this is my experience.",Apps open quickly and multitasking feels smooth,10,Open / Apps Open / Apps,Software & Performance,6,Apps / Apps Open / Open,App speed & multitasking,Software & Performance,False
R000385,"Charging is quick and the battery holds up all day. I compared it with my previous tablet. After 5 days of use, this is my experience.",Charging is quick and the battery holds up all day,-1,Unassigned / mixed,Unassigned / mixed,-1,Unassigned / mixed,Unassigned / mixed,Unassigned / mixed,False
R000386,"My experience with software is mixed. It meets some expectations but could improve. I take it on the train. After 26 days of use, this is my experience.",My experience with software is mixed,-1,Unassigned / mixed,Unassigned / mixed,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000387,"The interface is clean and the settings are easy to find. This was a gift for my family. After 32 days of use, this is my experience.",The interface is clean and the settings are easy to find,6,Interface Clean / Settings Easy / Clean,Usability & Interface,2,Clean / Settings Easy / Interface Clean,Interface & settings,Usability & Interface,False
R000388,"The interface is clean and the settings are easy to find. I use it for work notes. After 56 days of use, this is my experience.",The interface is clean and the settings are easy to find,6,Interface Clean / Settings Easy / Clean,Usability & Interface,2,Clean / Settings Easy / Interface Clean,Interface & settings,Usability & Interface,False
R000389,"My experience with software is mixed. It meets some expectations but could improve. I bought it for university classes. After 83 days of use, this is my experience.",My experience with software is mixed,-1,Unassigned / mixed,Unassigned / mixed,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000390,"Software notifications freeze and the app keeps losing my settings. I compared it with my previous tablet. After 86 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000391,"Software notifications freeze and the app keeps losing my settings. I bought it for university classes. After 59 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000392,"The latest software update causes crashes and random restarts. I bought it for university classes. After 87 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000393,"Apps open quickly and multitasking feels smooth. I use it for work notes. After 51 days of use, this is my experience.",Apps open quickly and multitasking feels smooth,10,Open / Apps Open / Apps,Software & Performance,6,Apps / Apps Open / Open,App speed & multitasking,Software & Performance,False
R000394,"Customer service made the replacement process straightforward. This was a gift for my family. After 12 days of use, this is my experience.",Customer service made the replacement process straightforward,11,Customer / Replacement Process / Process Straightforward,Customer Service,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000395,"The battery lasts through my commute and evening reading. My main use is streaming at home. After 59 days of use, this is my experience.",The battery lasts through my commute and evening reading,12,Battery / Lasts / Lasts Commute,Battery Life,9,Battery / Commute Evening / Evening,Battery life,Battery Life,False
R000396,"Software notifications freeze and the app keeps losing my settings. I take it on the train. After 82 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000397,"The screen is crisp and colors look natural. My main use is streaming at home. After 51 days of use, this is my experience.",The screen is crisp and colors look natural,5,Colors / Natural / Look Natural,Display,4,Colors / Crisp / Screen Crisp,Screen clarity & color,Display,False
R000398,"Support replied promptly and resolved my warranty question. I have owned it for a month. After 16 days of use, this is my experience.",Support replied promptly and resolved my warranty question,3,Metal / Sturdy / Metal Body,Build Quality,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000399,"The latest software update causes crashes and random restarts. My main use is streaming at home. After 74 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000400,"Customer service made the replacement process straightforward. I have owned it for a month. After 85 days of use, this is my experience.",Customer service made the replacement process straightforward,11,Customer / Replacement Process / Process Straightforward,Customer Service,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
